algo,ratio,seed,learner,acc,prec,rec,f1,auc_roc,per_cluster_pruning_ratio
intelligent_pruning,0.2,82,LR,0.7241379310344828,0.5833333333333334,0.3888888888888889,0.4666666666666666,0.6944444444444443,0.5
intelligent_pruning,0.2,82,SVM,0.7586206896551724,1.0,0.2222222222222222,0.3636363636363636,0.5611111111111111,0.5
intelligent_pruning,0.2,82,DT,0.6206896551724138,0.4,0.4444444444444444,0.4210526315789474,0.5916666666666666,0.5
intelligent_pruning,0.4,82,LR,0.7241379310344828,0.5714285714285714,0.4444444444444444,0.5,0.6930555555555555,0.5
intelligent_pruning,0.4,82,SVM,0.7241379310344828,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.5833333333333334,0.5
intelligent_pruning,0.4,82,DT,0.6206896551724138,0.4090909090909091,0.5,0.45,0.6,0.5
intelligent_pruning,0.6,82,LR,0.7241379310344828,0.5714285714285714,0.4444444444444444,0.5,0.7027777777777777,0.5
intelligent_pruning,0.6,82,SVM,0.6896551724137931,0.5,0.2777777777777778,0.35714285714285715,0.5819444444444445,0.5
intelligent_pruning,0.6,82,DT,0.603448275862069,0.4,0.5555555555555556,0.46511627906976744,0.6020833333333333,0.5
intelligent_pruning,0.8,82,LR,0.7413793103448276,0.5789473684210527,0.6111111111111112,0.5945945945945946,0.7,0.5
intelligent_pruning,0.8,82,SVM,0.6206896551724138,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.6180555555555556,0.5
intelligent_pruning,0.8,82,DT,0.5172413793103449,0.3076923076923077,0.4444444444444444,0.3636363636363637,0.5277777777777778,0.5
intelligent_pruning,1.0,82,LR,0.6551724137931034,0.46153846153846156,0.6666666666666666,0.5454545454545455,0.7180555555555556,0.5
intelligent_pruning,1.0,82,SVM,0.6206896551724138,0.4166666666666667,0.5555555555555556,0.4761904761904762,0.6333333333333333,0.5
intelligent_pruning,1.0,82,DT,0.5172413793103449,0.34375,0.6111111111111112,0.44000000000000006,0.5465277777777777,0.5
intelligent_pruning,0.2,82,LR,0.7413793103448276,0.6153846153846154,0.4444444444444444,0.5161290322580646,0.6902777777777778,0.7
intelligent_pruning,0.2,82,SVM,0.7586206896551724,1.0,0.2222222222222222,0.3636363636363636,0.5972222222222222,0.7
intelligent_pruning,0.2,82,DT,0.603448275862069,0.35294117647058826,0.3333333333333333,0.34285714285714286,0.5409722222222222,0.7
intelligent_pruning,0.4,82,LR,0.7068965517241379,0.5454545454545454,0.3333333333333333,0.41379310344827586,0.6819444444444445,0.7
intelligent_pruning,0.4,82,SVM,0.7241379310344828,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.5583333333333332,0.7
intelligent_pruning,0.4,82,DT,0.5689655172413793,0.34782608695652173,0.4444444444444444,0.3902439024390244,0.5451388888888888,0.7
intelligent_pruning,0.6,82,LR,0.7241379310344828,0.5714285714285714,0.4444444444444444,0.5,0.6888888888888889,0.7
intelligent_pruning,0.6,82,SVM,0.7413793103448276,0.7142857142857143,0.2777777777777778,0.4,0.5888888888888889,0.7
intelligent_pruning,0.6,82,DT,0.5689655172413793,0.3157894736842105,0.3333333333333333,0.3243243243243243,0.5416666666666667,0.7
intelligent_pruning,0.8,82,LR,0.7068965517241379,0.5263157894736842,0.5555555555555556,0.5405405405405405,0.6847222222222222,0.7
intelligent_pruning,0.8,82,SVM,0.7241379310344828,0.6,0.3333333333333333,0.42857142857142855,0.625,0.7
intelligent_pruning,0.8,82,DT,0.5862068965517241,0.375,0.5,0.42857142857142855,0.5972222222222222,0.7
intelligent_pruning,1.0,82,LR,0.6206896551724138,0.4166666666666667,0.5555555555555556,0.4761904761904762,0.6902777777777778,0.7
intelligent_pruning,1.0,82,SVM,0.6724137931034483,0.47368421052631576,0.5,0.4864864864864865,0.6305555555555555,0.7
intelligent_pruning,1.0,82,DT,0.5689655172413793,0.3939393939393939,0.7222222222222222,0.5098039215686274,0.6111111111111112,0.7
intelligent_pruning,0.2,82,LR,0.7068965517241379,0.5454545454545454,0.3333333333333333,0.41379310344827586,0.6819444444444445,0.9
intelligent_pruning,0.2,82,SVM,0.7586206896551724,1.0,0.2222222222222222,0.3636363636363636,0.5666666666666667,0.9
intelligent_pruning,0.2,82,DT,0.603448275862069,0.3684210526315789,0.3888888888888889,0.37837837837837834,0.55625,0.9
intelligent_pruning,0.4,82,LR,0.6896551724137931,0.5,0.3888888888888889,0.43750000000000006,0.6777777777777777,0.9
intelligent_pruning,0.4,82,SVM,0.7241379310344828,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.5972222222222222,0.9
